ID,Name,"Alarm text [en-US], Alarm text",FieldInfo [Alarm text],Class,Trigger tag,Trigger bit,Acknowledgement tag,Acknowledgement bit,PLC acknowledgement tag,PLC acknowledgement bit,Group,Report,"Info text [en-US], Info text"
214,alarm_EA2010_childSafeState,": <field ref=""0"" /> : EA2010 : EA2010 - childSafeState - A problem resulted in all children being commanded to their safe state",<ref id = 0; type = AlarmTag; Tag = idbEMA1_EA2010_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EA2010,6,<No value>,0,<No value>,0,<No value>,False,<No value>
215,alarm_EA2010_childUnavailable,": <field ref=""0"" /> : EA2010 : EA2010 - childUnavailable - A child device is not available to be acquired",<ref id = 0; type = AlarmTag; Tag = idbEMA1_EA2010_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EA2010,4,<No value>,0,<No value>,0,<No value>,False,<No value>
216,alarm_EA2010_interlocked,": <field ref=""0"" /> : EA2010 : EA2010 - interlocked - Block interlock condition is active",<ref id = 0; type = AlarmTag; Tag = idbEMA1_EA2010_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EA2010,0,<No value>,0,<No value>,0,<No value>,False,<No value>
217,alarm_EC1001_badParameter,": <field ref=""0"" /> : EC1001 : EC1001 - badParameter - Calling parameter configuration invalid",<ref id = 0; type = AlarmTag; Tag = idbEMC1_EC1001_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC1001,1,<No value>,0,<No value>,0,<No value>,False,<No value>
218,alarm_EC1001_childError,": <field ref=""0"" /> : EC1001 : EC1001 - childError - A child device has an error",<ref id = 0; type = AlarmTag; Tag = idbEMC1_EC1001_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC1001,5,<No value>,0,<No value>,0,<No value>,False,<No value>
219,alarm_EC1001_childInterlocked,": <field ref=""0"" /> : EC1001 : EC1001 - childInterlocked - A child device is interlocked and cannot be controlled",<ref id = 0; type = AlarmTag; Tag = idbEMC1_EC1001_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC1001,3,<No value>,0,<No value>,0,<No value>,False,<No value>
220,alarm_EC1001_childNotAuto,": <field ref=""0"" /> : EC1001 : EC1001 - childNotAuto - A child device is not in AUTO mode and cannot be controlled",<ref id = 0; type = AlarmTag; Tag = idbEMC1_EC1001_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC1001,2,<No value>,0,<No value>,0,<No value>,False,<No value>
221,alarm_EC1001_childSafeState,": <field ref=""0"" /> : EC1001 : EC1001 - childSafeState - A problem resulted in all children being commanded to their safe state",<ref id = 0; type = AlarmTag; Tag = idbEMC1_EC1001_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC1001,6,<No value>,0,<No value>,0,<No value>,False,<No value>
222,alarm_EC1001_childUnavailable,": <field ref=""0"" /> : EC1001 : EC1001 - childUnavailable - A child device is not available to be acquired",<ref id = 0; type = AlarmTag; Tag = idbEMC1_EC1001_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC1001,4,<No value>,0,<No value>,0,<No value>,False,<No value>
223,alarm_EC1001_interlocked,": <field ref=""0"" /> : EC1001 : EC1001 - interlocked - Block interlock condition is active",<ref id = 0; type = AlarmTag; Tag = idbEMC1_EC1001_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC1001,0,<No value>,0,<No value>,0,<No value>,False,<No value>
224,alarm_EC1002_badParameter,": <field ref=""0"" /> : EC1002 : EC1002 - badParameter - Calling parameter configuration invalid",<ref id = 0; type = AlarmTag; Tag = idbEMC2_EC1002_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC1002,1,<No value>,0,<No value>,0,<No value>,False,<No value>
225,alarm_EC1002_childError,": <field ref=""0"" /> : EC1002 : EC1002 - childError - A child device has an error",<ref id = 0; type = AlarmTag; Tag = idbEMC2_EC1002_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC1002,5,<No value>,0,<No value>,0,<No value>,False,<No value>
226,alarm_EC1002_childInterlocked,": <field ref=""0"" /> : EC1002 : EC1002 - childInterlocked - A child device is interlocked and cannot be controlled",<ref id = 0; type = AlarmTag; Tag = idbEMC2_EC1002_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC1002,3,<No value>,0,<No value>,0,<No value>,False,<No value>
227,alarm_EC1002_childNotAuto,": <field ref=""0"" /> : EC1002 : EC1002 - childNotAuto - A child device is not in AUTO mode and cannot be controlled",<ref id = 0; type = AlarmTag; Tag = idbEMC2_EC1002_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC1002,2,<No value>,0,<No value>,0,<No value>,False,<No value>
228,alarm_EC1002_childSafeState,": <field ref=""0"" /> : EC1002 : EC1002 - childSafeState - A problem resulted in all children being commanded to their safe state",<ref id = 0; type = AlarmTag; Tag = idbEMC2_EC1002_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC1002,6,<No value>,0,<No value>,0,<No value>,False,<No value>
229,alarm_EC1002_childUnavailable,": <field ref=""0"" /> : EC1002 : EC1002 - childUnavailable - A child device is not available to be acquired",<ref id = 0; type = AlarmTag; Tag = idbEMC2_EC1002_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC1002,4,<No value>,0,<No value>,0,<No value>,False,<No value>
230,alarm_EC1002_interlocked,": <field ref=""0"" /> : EC1002 : EC1002 - interlocked - Block interlock condition is active",<ref id = 0; type = AlarmTag; Tag = idbEMC2_EC1002_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC1002,0,<No value>,0,<No value>,0,<No value>,False,<No value>
231,alarm_EC2001_badParameter,": <field ref=""0"" /> : EC2001 : EC2001 - badParameter - Calling parameter configuration invalid",<ref id = 0; type = AlarmTag; Tag = idbEMC1_EC2001_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC2001,1,<No value>,0,<No value>,0,<No value>,False,<No value>
232,alarm_EC2001_childError,": <field ref=""0"" /> : EC2001 : EC2001 - childError - A child device has an error",<ref id = 0; type = AlarmTag; Tag = idbEMC1_EC2001_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC2001,5,<No value>,0,<No value>,0,<No value>,False,<No value>
233,alarm_EC2001_childInterlocked,": <field ref=""0"" /> : EC2001 : EC2001 - childInterlocked - A child device is interlocked and cannot be controlled",<ref id = 0; type = AlarmTag; Tag = idbEMC1_EC2001_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC2001,3,<No value>,0,<No value>,0,<No value>,False,<No value>
234,alarm_EC2001_childNotAuto,": <field ref=""0"" /> : EC2001 : EC2001 - childNotAuto - A child device is not in AUTO mode and cannot be controlled",<ref id = 0; type = AlarmTag; Tag = idbEMC1_EC2001_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC2001,2,<No value>,0,<No value>,0,<No value>,False,<No value>
235,alarm_EC2001_childSafeState,": <field ref=""0"" /> : EC2001 : EC2001 - childSafeState - A problem resulted in all children being commanded to their safe state",<ref id = 0; type = AlarmTag; Tag = idbEMC1_EC2001_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC2001,6,<No value>,0,<No value>,0,<No value>,False,<No value>
236,alarm_EC2001_childUnavailable,": <field ref=""0"" /> : EC2001 : EC2001 - childUnavailable - A child device is not available to be acquired",<ref id = 0; type = AlarmTag; Tag = idbEMC1_EC2001_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC2001,4,<No value>,0,<No value>,0,<No value>,False,<No value>
237,alarm_EC2001_interlocked,": <field ref=""0"" /> : EC2001 : EC2001 - interlocked - Block interlock condition is active",<ref id = 0; type = AlarmTag; Tag = idbEMC1_EC2001_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC2001,0,<No value>,0,<No value>,0,<No value>,False,<No value>
238,alarm_EC2002_badParameter,": <field ref=""0"" /> : EC2002 : EC2002 - badParameter - Calling parameter configuration invalid",<ref id = 0; type = AlarmTag; Tag = idbEMC2_EC2002_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC2002,1,<No value>,0,<No value>,0,<No value>,False,<No value>
239,alarm_EC2002_childError,": <field ref=""0"" /> : EC2002 : EC2002 - childError - A child device has an error",<ref id = 0; type = AlarmTag; Tag = idbEMC2_EC2002_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC2002,5,<No value>,0,<No value>,0,<No value>,False,<No value>
240,alarm_EC2002_childInterlocked,": <field ref=""0"" /> : EC2002 : EC2002 - childInterlocked - A child device is interlocked and cannot be controlled",<ref id = 0; type = AlarmTag; Tag = idbEMC2_EC2002_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC2002,3,<No value>,0,<No value>,0,<No value>,False,<No value>
241,alarm_EC2002_childNotAuto,": <field ref=""0"" /> : EC2002 : EC2002 - childNotAuto - A child device is not in AUTO mode and cannot be controlled",<ref id = 0; type = AlarmTag; Tag = idbEMC2_EC2002_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC2002,2,<No value>,0,<No value>,0,<No value>,False,<No value>
242,alarm_EC2002_childSafeState,": <field ref=""0"" /> : EC2002 : EC2002 - childSafeState - A problem resulted in all children being commanded to their safe state",<ref id = 0; type = AlarmTag; Tag = idbEMC2_EC2002_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC2002,6,<No value>,0,<No value>,0,<No value>,False,<No value>
243,alarm_EC2002_childUnavailable,": <field ref=""0"" /> : EC2002 : EC2002 - childUnavailable - A child device is not available to be acquired",<ref id = 0; type = AlarmTag; Tag = idbEMC2_EC2002_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC2002,4,<No value>,0,<No value>,0,<No value>,False,<No value>
244,alarm_EC2002_interlocked,": <field ref=""0"" /> : EC2002 : EC2002 - interlocked - Block interlock condition is active",<ref id = 0; type = AlarmTag; Tag = idbEMC2_EC2002_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC2002,0,<No value>,0,<No value>,0,<No value>,False,<No value>
245,alarm_EC3001_badParameter,": <field ref=""0"" /> : EC3001 : EC3001 - badParameter - Calling parameter configuration invalid",<ref id = 0; type = AlarmTag; Tag = idbEMC1_EC3001_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC3001,1,<No value>,0,<No value>,0,<No value>,False,<No value>
246,alarm_EC3001_childError,": <field ref=""0"" /> : EC3001 : EC3001 - childError - A child device has an error",<ref id = 0; type = AlarmTag; Tag = idbEMC1_EC3001_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC3001,5,<No value>,0,<No value>,0,<No value>,False,<No value>
247,alarm_EC3001_childInterlocked,": <field ref=""0"" /> : EC3001 : EC3001 - childInterlocked - A child device is interlocked and cannot be controlled",<ref id = 0; type = AlarmTag; Tag = idbEMC1_EC3001_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC3001,3,<No value>,0,<No value>,0,<No value>,False,<No value>
248,alarm_EC3001_childNotAuto,": <field ref=""0"" /> : EC3001 : EC3001 - childNotAuto - A child device is not in AUTO mode and cannot be controlled",<ref id = 0; type = AlarmTag; Tag = idbEMC1_EC3001_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC3001,2,<No value>,0,<No value>,0,<No value>,False,<No value>
249,alarm_EC3001_childSafeState,": <field ref=""0"" /> : EC3001 : EC3001 - childSafeState - A problem resulted in all children being commanded to their safe state",<ref id = 0; type = AlarmTag; Tag = idbEMC1_EC3001_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC3001,6,<No value>,0,<No value>,0,<No value>,False,<No value>
250,alarm_EC3001_childUnavailable,": <field ref=""0"" /> : EC3001 : EC3001 - childUnavailable - A child device is not available to be acquired",<ref id = 0; type = AlarmTag; Tag = idbEMC1_EC3001_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC3001,4,<No value>,0,<No value>,0,<No value>,False,<No value>
251,alarm_EC3001_interlocked,": <field ref=""0"" /> : EC3001 : EC3001 - interlocked - Block interlock condition is active",<ref id = 0; type = AlarmTag; Tag = idbEMC1_EC3001_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC3001,0,<No value>,0,<No value>,0,<No value>,False,<No value>
252,alarm_EC3002_badParameter,": <field ref=""0"" /> : EC3002 : EC3002 - badParameter - Calling parameter configuration invalid",<ref id = 0; type = AlarmTag; Tag = idbEMC3_EC3002_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC3002,1,<No value>,0,<No value>,0,<No value>,False,<No value>
253,alarm_EC3002_childError,": <field ref=""0"" /> : EC3002 : EC3002 - childError - A child device has an error",<ref id = 0; type = AlarmTag; Tag = idbEMC3_EC3002_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC3002,5,<No value>,0,<No value>,0,<No value>,False,<No value>
254,alarm_EC3002_childInterlocked,": <field ref=""0"" /> : EC3002 : EC3002 - childInterlocked - A child device is interlocked and cannot be controlled",<ref id = 0; type = AlarmTag; Tag = idbEMC3_EC3002_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC3002,3,<No value>,0,<No value>,0,<No value>,False,<No value>
255,alarm_EC3002_childNotAuto,": <field ref=""0"" /> : EC3002 : EC3002 - childNotAuto - A child device is not in AUTO mode and cannot be controlled",<ref id = 0; type = AlarmTag; Tag = idbEMC3_EC3002_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC3002,2,<No value>,0,<No value>,0,<No value>,False,<No value>
256,alarm_EC3002_childSafeState,": <field ref=""0"" /> : EC3002 : EC3002 - childSafeState - A problem resulted in all children being commanded to their safe state",<ref id = 0; type = AlarmTag; Tag = idbEMC3_EC3002_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC3002,6,<No value>,0,<No value>,0,<No value>,False,<No value>
257,alarm_EC3002_childUnavailable,": <field ref=""0"" /> : EC3002 : EC3002 - childUnavailable - A child device is not available to be acquired",<ref id = 0; type = AlarmTag; Tag = idbEMC3_EC3002_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC3002,4,<No value>,0,<No value>,0,<No value>,False,<No value>
258,alarm_EC3002_interlocked,": <field ref=""0"" /> : EC3002 : EC3002 - interlocked - Block interlock condition is active",<ref id = 0; type = AlarmTag; Tag = idbEMC3_EC3002_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC3002,0,<No value>,0,<No value>,0,<No value>,False,<No value>
259,alarm_EC4001_badParameter,": <field ref=""0"" /> : EC4001 : EC4001 - badParameter - Calling parameter configuration invalid",<ref id = 0; type = AlarmTag; Tag = idbEMC1_EC4001_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC4001,1,<No value>,0,<No value>,0,<No value>,False,<No value>
260,alarm_EC4001_childError,": <field ref=""0"" /> : EC4001 : EC4001 - childError - A child device has an error",<ref id = 0; type = AlarmTag; Tag = idbEMC1_EC4001_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC4001,5,<No value>,0,<No value>,0,<No value>,False,<No value>
261,alarm_EC4001_childInterlocked,": <field ref=""0"" /> : EC4001 : EC4001 - childInterlocked - A child device is interlocked and cannot be controlled",<ref id = 0; type = AlarmTag; Tag = idbEMC1_EC4001_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC4001,3,<No value>,0,<No value>,0,<No value>,False,<No value>
262,alarm_EC4001_childNotAuto,": <field ref=""0"" /> : EC4001 : EC4001 - childNotAuto - A child device is not in AUTO mode and cannot be controlled",<ref id = 0; type = AlarmTag; Tag = idbEMC1_EC4001_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC4001,2,<No value>,0,<No value>,0,<No value>,False,<No value>
263,alarm_EC4001_childSafeState,": <field ref=""0"" /> : EC4001 : EC4001 - childSafeState - A problem resulted in all children being commanded to their safe state",<ref id = 0; type = AlarmTag; Tag = idbEMC1_EC4001_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC4001,6,<No value>,0,<No value>,0,<No value>,False,<No value>
264,alarm_EC4001_childUnavailable,": <field ref=""0"" /> : EC4001 : EC4001 - childUnavailable - A child device is not available to be acquired",<ref id = 0; type = AlarmTag; Tag = idbEMC1_EC4001_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC4001,4,<No value>,0,<No value>,0,<No value>,False,<No value>
265,alarm_EC4001_interlocked,": <field ref=""0"" /> : EC4001 : EC4001 - interlocked - Block interlock condition is active",<ref id = 0; type = AlarmTag; Tag = idbEMC1_EC4001_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC4001,0,<No value>,0,<No value>,0,<No value>,False,<No value>
266,alarm_EC4002_badParameter,": <field ref=""0"" /> : EC4002 : EC4002 - badParameter - Calling parameter configuration invalid",<ref id = 0; type = AlarmTag; Tag = idbEMC3_EC4002_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC4002,1,<No value>,0,<No value>,0,<No value>,False,<No value>
267,alarm_EC4002_childError,": <field ref=""0"" /> : EC4002 : EC4002 - childError - A child device has an error",<ref id = 0; type = AlarmTag; Tag = idbEMC3_EC4002_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC4002,5,<No value>,0,<No value>,0,<No value>,False,<No value>
268,alarm_EC4002_childInterlocked,": <field ref=""0"" /> : EC4002 : EC4002 - childInterlocked - A child device is interlocked and cannot be controlled",<ref id = 0; type = AlarmTag; Tag = idbEMC3_EC4002_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC4002,3,<No value>,0,<No value>,0,<No value>,False,<No value>
269,alarm_EC4002_childNotAuto,": <field ref=""0"" /> : EC4002 : EC4002 - childNotAuto - A child device is not in AUTO mode and cannot be controlled",<ref id = 0; type = AlarmTag; Tag = idbEMC3_EC4002_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC4002,2,<No value>,0,<No value>,0,<No value>,False,<No value>
270,alarm_EC4002_childSafeState,": <field ref=""0"" /> : EC4002 : EC4002 - childSafeState - A problem resulted in all children being commanded to their safe state",<ref id = 0; type = AlarmTag; Tag = idbEMC3_EC4002_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC4002,6,<No value>,0,<No value>,0,<No value>,False,<No value>
271,alarm_EC4002_childUnavailable,": <field ref=""0"" /> : EC4002 : EC4002 - childUnavailable - A child device is not available to be acquired",<ref id = 0; type = AlarmTag; Tag = idbEMC3_EC4002_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC4002,4,<No value>,0,<No value>,0,<No value>,False,<No value>
272,alarm_EC4002_interlocked,": <field ref=""0"" /> : EC4002 : EC4002 - interlocked - Block interlock condition is active",<ref id = 0; type = AlarmTag; Tag = idbEMC3_EC4002_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EC4002,0,<No value>,0,<No value>,0,<No value>,False,<No value>
273,alarm_EG1005_badParameter,": <field ref=""0"" /> : EG1005 : EG1005 - badParameter - Calling parameter configuration invalid",<ref id = 0; type = AlarmTag; Tag = idbEMG1_EG1005_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EG1005,1,<No value>,0,<No value>,0,<No value>,False,<No value>
274,alarm_EG1005_childError,": <field ref=""0"" /> : EG1005 : EG1005 - childError - A child device has an error",<ref id = 0; type = AlarmTag; Tag = idbEMG1_EG1005_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EG1005,5,<No value>,0,<No value>,0,<No value>,False,<No value>
275,alarm_EG1005_childInterlocked,": <field ref=""0"" /> : EG1005 : EG1005 - childInterlocked - A child device is interlocked and cannot be controlled",<ref id = 0; type = AlarmTag; Tag = idbEMG1_EG1005_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EG1005,3,<No value>,0,<No value>,0,<No value>,False,<No value>
276,alarm_EG1005_childNotAuto,": <field ref=""0"" /> : EG1005 : EG1005 - childNotAuto - A child device is not in AUTO mode and cannot be controlled",<ref id = 0; type = AlarmTag; Tag = idbEMG1_EG1005_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EG1005,2,<No value>,0,<No value>,0,<No value>,False,<No value>
277,alarm_EG1005_childSafeState,": <field ref=""0"" /> : EG1005 : EG1005 - childSafeState - A problem resulted in all children being commanded to their safe state",<ref id = 0; type = AlarmTag; Tag = idbEMG1_EG1005_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EG1005,6,<No value>,0,<No value>,0,<No value>,False,<No value>
278,alarm_EG1005_childUnavailable,": <field ref=""0"" /> : EG1005 : EG1005 - childUnavailable - A child device is not available to be acquired",<ref id = 0; type = AlarmTag; Tag = idbEMG1_EG1005_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EG1005,4,<No value>,0,<No value>,0,<No value>,False,<No value>
279,alarm_EG1005_interlocked,": <field ref=""0"" /> : EG1005 : EG1005 - interlocked - Block interlock condition is active",<ref id = 0; type = AlarmTag; Tag = idbEMG1_EG1005_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EG1005,0,<No value>,0,<No value>,0,<No value>,False,<No value>
280,alarm_EG2005_badParameter,": <field ref=""0"" /> : EG2005 : EG2005 - badParameter - Calling parameter configuration invalid",<ref id = 0; type = AlarmTag; Tag = idbEMG1_EG2005_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EG2005,1,<No value>,0,<No value>,0,<No value>,False,<No value>
281,alarm_EG2005_childError,": <field ref=""0"" /> : EG2005 : EG2005 - childError - A child device has an error",<ref id = 0; type = AlarmTag; Tag = idbEMG1_EG2005_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EG2005,5,<No value>,0,<No value>,0,<No value>,False,<No value>
282,alarm_EG2005_childInterlocked,": <field ref=""0"" /> : EG2005 : EG2005 - childInterlocked - A child device is interlocked and cannot be controlled",<ref id = 0; type = AlarmTag; Tag = idbEMG1_EG2005_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EG2005,3,<No value>,0,<No value>,0,<No value>,False,<No value>
283,alarm_EG2005_childNotAuto,": <field ref=""0"" /> : EG2005 : EG2005 - childNotAuto - A child device is not in AUTO mode and cannot be controlled",<ref id = 0; type = AlarmTag; Tag = idbEMG1_EG2005_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EG2005,2,<No value>,0,<No value>,0,<No value>,False,<No value>
284,alarm_EG2005_childSafeState,": <field ref=""0"" /> : EG2005 : EG2005 - childSafeState - A problem resulted in all children being commanded to their safe state",<ref id = 0; type = AlarmTag; Tag = idbEMG1_EG2005_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EG2005,6,<No value>,0,<No value>,0,<No value>,False,<No value>
285,alarm_EG2005_childUnavailable,": <field ref=""0"" /> : EG2005 : EG2005 - childUnavailable - A child device is not available to be acquired",<ref id = 0; type = AlarmTag; Tag = idbEMG1_EG2005_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EG2005,4,<No value>,0,<No value>,0,<No value>,False,<No value>
286,alarm_EG2005_interlocked,": <field ref=""0"" /> : EG2005 : EG2005 - interlocked - Block interlock condition is active",<ref id = 0; type = AlarmTag; Tag = idbEMG1_EG2005_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EG2005,0,<No value>,0,<No value>,0,<No value>,False,<No value>
287,alarm_EG3005_badParameter,": <field ref=""0"" /> : EG3005 : EG3005 - badParameter - Calling parameter configuration invalid",<ref id = 0; type = AlarmTag; Tag = idbEMG1_EG3005_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_EG3005,1,<No value>,0,<No value>,0,<No value>,False,<No value>
